,index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,month,year,sales
38420,551140,350,4,544,1,1,0,1,8,2014,6609.9863
38421,543544,1088,3,375,1,0,0,0,6,2013,3427.9458
38422,687774,526,4,1593,1,1,0,0,7,2014,11971.156
38423,30292,774,7,0,0,0,0,0,5,2014,-28.286272
38424,458559,755,5,925,1,1,0,1,2,2015,10339.01
38425,417289,270,4,1332,1,1,0,0,7,2015,10982.674
38426,632969,194,7,0,0,0,0,0,2,2013,77.459496
38427,629756,518,2,439,1,0,0,0,5,2013,4424.4805
38428,146432,668,3,1134,1,1,0,0,2,2014,9667.886
38429,671399,795,3,540,1,1,0,1,8,2013,4846.612
38430,446279,102,1,1883,1,1,0,0,12,2013,17480.271
38431,202237,310,4,925,1,1,0,0,10,2014,9137.776
38432,584419,1025,5,909,1,1,0,0,1,2015,8084.0117
38433,189800,857,7,0,0,0,0,1,8,2014,-12.659452
38434,50907,423,7,2521,1,0,0,0,7,2014,14502.327
38435,420109,44,6,491,1,0,0,0,2,2014,4832.4897
38436,42526,133,5,1156,1,1,0,0,12,2013,10874.186
38437,173053,752,5,590,1,1,0,0,12,2014,6625.3364
38438,249442,991,4,496,1,1,0,1,8,2014,5247.799
38439,168704,1012,3,400,1,0,0,1,4,2014,3734.2559
38440,246442,807,1,1257,1,1,0,0,3,2014,14598.568
38441,293358,1084,1,947,1,1,0,0,7,2014,9584.813
38442,21804,239,4,554,1,1,0,0,4,2015,5457.391
38443,269938,1108,1,920,1,1,0,1,7,2013,9895.915
38444,661729,118,3,714,1,1,0,0,6,2014,7613.5527
38445,58431,294,1,903,1,0,0,0,7,2015,7258.6255
38446,557890,212,4,496,1,1,0,0,10,2013,5791.2095
38447,530608,341,5,806,1,1,0,0,9,2013,7490.103
38448,176311,666,3,492,1,0,0,0,7,2014,4164.8955
38449,392930,771,7,0,0,0,0,0,1,2014,5.196436
38450,242382,1087,6,614,1,0,0,0,2,2013,5716.718
38451,582142,172,4,0,0,0,3,1,12,2013,66.2709
38452,132353,1028,4,664,1,1,0,0,2,2014,5420.0645
38453,21189,846,4,727,1,0,0,0,12,2014,6590.9414
38454,23256,119,2,738,1,1,0,0,4,2015,7632.8667
38455,620675,376,3,815,1,0,0,0,5,2013,5898.7563
38456,154806,41,1,260,1,1,0,0,2,2013,3432.4888
38457,289071,511,1,848,1,1,0,1,3,2015,9541.481
38458,505285,594,6,248,1,0,0,0,6,2015,2353.712
38459,572505,332,4,589,1,0,0,0,6,2014,5039.6826
38460,620261,63,2,463,1,0,0,0,9,2014,4481.7676
38461,466984,407,3,271,1,0,0,0,4,2014,2995.5928
38462,315633,141,5,670,1,0,0,1,5,2015,6723.827
38463,12901,527,3,723,1,0,0,1,7,2015,7556.4834
38464,208757,957,1,819,1,0,0,0,2,2013,5820.873
38465,493937,131,6,497,1,0,0,0,5,2015,4819.2993
38466,70901,1071,3,766,1,0,0,0,2,2013,5683.354
38467,489088,552,4,603,1,0,0,0,3,2015,5683.3164
38468,427704,516,7,0,0,0,0,0,3,2013,4.907458
38469,62608,768,1,1743,1,1,0,0,9,2013,18618.09
38470,44383,1000,2,562,1,0,0,0,10,2013,5915.727
38471,348006,530,6,399,1,0,0,0,11,2013,3205.3242
38472,487801,224,6,527,1,0,0,0,4,2015,5362.991
38473,331313,486,3,424,1,0,0,0,3,2014,3950.3677
38474,67308,1081,3,955,1,1,0,1,8,2014,7544.347
38475,90468,111,1,716,1,1,0,0,3,2015,7369.354
38476,140452,660,7,0,0,0,0,0,8,2013,-35.39807
38477,679974,127,1,802,1,1,0,0,7,2015,9373.376
38478,628168,485,3,308,1,0,0,1,9,2013,3142.9448
38479,354593,681,1,662,1,1,0,0,3,2014,8315.577
38480,513832,187,2,977,1,1,0,0,1,2015,9970.32
38481,433869,61,1,445,1,0,0,1,8,2013,4439.04
38482,323748,944,1,1443,1,1,0,0,3,2013,10432.267
38483,476129,951,6,759,1,0,0,0,8,2014,7465.502
38484,558744,887,7,0,0,0,0,0,10,2013,81.02585
38485,56133,653,5,603,1,1,0,0,5,2013,6324.6616
38486,370135,148,7,0,0,0,0,0,6,2014,49.586548
38487,252749,1059,6,1240,1,0,0,0,2,2014,9373.833
38488,604638,752,4,524,1,1,0,0,4,2014,5583.344
38489,564398,204,6,399,1,0,0,0,11,2013,3787.8945
38490,235738,142,5,625,1,0,0,0,2,2015,6040.8345
38491,283496,979,6,651,1,0,0,0,3,2014,5624.5493
38492,604317,678,4,662,1,0,0,1,7,2015,5677.089
38493,358716,1112,5,821,1,1,0,1,8,2014,9095.909
38494,252098,723,3,383,1,0,0,0,9,2013,4057.7253
38495,516700,855,2,653,1,1,0,1,9,2014,6736.393
38496,622610,57,4,771,1,0,0,0,2,2015,7310.5225
38497,591289,1048,7,0,0,0,0,0,3,2014,70.67644
38498,164140,892,2,727,1,0,0,1,10,2014,6422.6143
38499,75861,515,1,825,1,1,0,0,9,2014,9243.448
38500,440876,306,5,487,1,1,0,1,2,2015,4910.2344
38501,636764,758,2,586,1,0,0,0,3,2015,5081.8984
38502,345045,565,2,570,1,0,0,1,6,2014,5016.0503
38503,33099,205,5,861,1,1,0,1,8,2014,6895.942
38504,32744,882,3,724,1,0,0,0,7,2013,5613.6333
38505,202236,1103,1,541,1,1,0,0,9,2014,6592.362
38506,534888,411,3,630,1,1,0,0,9,2014,8084.834
38507,455141,20,7,0,0,0,0,0,3,2013,25.069511
38508,588302,1039,5,863,1,0,0,0,3,2015,7282.7114
38509,429140,683,1,1143,1,1,0,0,3,2014,12800.946
38510,662022,461,6,467,1,0,0,0,9,2014,4458.101
38511,392014,962,5,807,1,0,0,1,1,2015,6599.089
38512,504360,583,5,471,1,1,0,0,6,2013,4766.6094
38513,171862,989,6,300,1,0,0,0,1,2015,2657.489
38514,573690,386,4,671,1,1,0,0,4,2014,8012.106
38515,699023,725,6,528,1,0,0,0,9,2014,5278.6484
38516,646945,38,4,411,1,0,0,1,10,2014,3858.4768
38517,657993,557,5,471,1,0,0,0,12,2014,4013.8242
38518,550213,923,5,569,1,0,0,1,6,2013,5294.8647
38519,30801,444,3,1404,1,1,0,1,10,2013,11969.508
38520,433409,284,2,262,1,0,0,1,2,2013,2734.7778
38521,655109,754,4,877,1,0,0,1,10,2014,7530.245
38522,381223,192,3,703,1,0,0,1,5,2015,6683.5786
38523,67972,559,6,314,1,0,0,0,9,2014,2532.4458
38524,134325,533,4,1040,1,1,0,0,6,2014,10080.418
38525,396749,572,7,0,0,0,0,0,3,2015,58.610737
38526,336225,270,5,1241,1,1,0,0,9,2014,9889.526
38527,604981,835,7,0,0,0,0,0,8,2013,-15.258174
38528,438206,1109,7,0,0,0,0,0,3,2013,37.07388
38529,85556,868,5,598,1,0,0,0,4,2015,6689.501
38530,337448,687,6,812,1,0,0,0,3,2014,8130.994
38531,575348,751,2,643,1,1,0,0,1,2013,6943.247
38532,361246,731,7,0,0,0,0,0,7,2014,-46.88786
38533,225163,237,3,582,1,0,0,0,3,2015,4725.5674
38534,556967,572,1,743,1,1,0,0,5,2014,10275.719
38535,632042,1044,3,553,1,0,0,0,3,2014,4038.2827
38536,505236,327,3,807,1,0,0,0,7,2014,6100.139
38537,318431,842,6,1172,1,0,0,0,10,2013,14280.552
38538,704826,834,7,0,0,0,0,0,6,2013,-9.282081
38539,163943,715,5,844,1,1,0,0,11,2014,8505.092
38540,600901,279,4,680,1,1,0,0,1,2015,7722.132
38541,146469,539,7,0,0,0,0,0,1,2013,-42.39831
38542,454873,1106,3,581,1,1,0,0,11,2013,5568.3936
38543,288235,211,3,1440,1,1,0,0,11,2014,13198.282
38544,591807,328,5,615,1,1,0,0,12,2014,6532.334
38545,308562,468,7,0,0,0,0,0,7,2013,-22.53112
38546,338753,594,4,515,1,1,0,0,5,2013,4613.823
38547,227850,19,7,0,0,0,0,0,9,2013,-11.431261
38548,9857,798,2,1201,1,1,0,0,4,2014,12192.304
38549,211896,1065,4,528,1,1,0,0,3,2015,4928.218
38550,187168,147,3,887,1,1,0,0,6,2013,8488.85
38551,149363,318,3,576,1,0,0,1,4,2015,5583.5093
38552,367146,1037,7,0,0,0,0,0,3,2013,70.341064
38553,352142,178,4,949,1,1,0,0,4,2013,8613.624
38554,106391,772,1,665,1,1,0,0,12,2013,8388.279
38555,100205,1021,5,1063,1,0,0,0,7,2015,8569.104
38556,455150,632,6,925,1,0,0,0,9,2014,7289.032
38557,470251,847,4,945,1,1,0,0,2,2013,8141.549
38558,156755,1094,3,314,1,0,0,0,3,2015,3573.941
38559,222817,621,3,806,1,1,0,1,7,2014,7762.781
38560,149174,128,3,497,1,1,0,1,7,2013,5277.9043
38561,649789,787,4,0,0,0,1,1,1,2015,-64.92256
38562,659251,142,6,387,1,0,0,0,4,2013,3320.8552
38563,589167,900,2,512,1,0,0,0,3,2014,4521.4165
38564,550783,355,5,1154,1,1,0,0,9,2013,9158.423
38565,70572,663,6,825,1,0,0,0,2,2015,6940.418
38566,603404,306,1,582,1,0,0,1,12,2013,5493.1587
38567,369576,440,2,589,1,0,0,0,10,2014,4850.3213
38568,480482,188,4,575,1,1,0,1,4,2014,6321.273
38569,286347,462,2,748,1,1,0,1,2,2014,7392.443
38570,100417,769,1,2588,1,0,0,0,2,2013,8280.906
38571,711474,192,7,0,0,0,0,0,1,2013,-9.204793
38572,203053,428,1,571,1,0,0,1,8,2013,6004.629
38573,533933,745,2,1057,1,1,0,0,3,2015,10289.471
38574,29425,241,1,875,1,0,0,1,12,2013,7512.735
38575,578267,721,5,812,1,1,0,0,4,2013,8185.787
38576,73679,141,2,621,1,1,0,0,10,2013,5984.588
38577,619081,519,5,628,1,1,0,1,8,2014,7212.028
38578,318620,885,4,531,1,0,0,0,1,2014,4964.2944
38579,539991,919,2,871,1,1,0,0,2,2015,7764.509
38580,362445,178,6,742,1,0,0,0,1,2015,6924.3047
38581,661289,34,7,0,0,0,0,0,12,2013,16.488342
38582,477475,579,1,793,1,0,0,1,7,2013,6217.191
38583,318217,442,5,449,1,1,0,0,7,2014,4659.4736
38584,589998,217,7,0,0,0,0,0,4,2014,-41.935402
38585,23418,224,5,420,1,0,0,0,7,2013,4448.5835
38586,447444,854,7,0,0,0,0,0,4,2015,-26.412184
38587,15322,238,3,1143,1,1,0,0,4,2015,8381.361
38588,408747,138,4,743,1,0,0,1,1,2014,6426.2207
38589,385482,875,7,0,0,0,0,0,11,2014,-3.491421
38590,686071,815,6,657,1,0,0,0,6,2014,5105.936
38591,550117,322,3,613,1,1,0,0,5,2013,6538.2754
38592,507334,1044,7,0,0,0,0,0,1,2015,-117.766846
38593,542721,1020,4,898,1,0,0,1,4,2014,6896.2676
38594,86075,313,1,668,1,0,0,0,5,2015,6044.993
38595,71291,760,1,1082,1,0,0,0,2,2015,7626.0547
38596,635777,592,4,623,1,0,0,1,8,2013,4883.247
38597,599916,86,7,0,0,0,0,0,11,2014,-22.710333
38598,680536,848,6,580,1,0,0,0,8,2013,5363.726
38599,298387,566,4,610,1,1,0,0,6,2015,5856.269
38600,583351,486,6,402,1,0,0,0,12,2013,3916.2822
38601,492782,20,4,1016,1,0,0,0,3,2014,7895.113
38602,673462,296,2,704,1,0,0,0,10,2013,5684.676
38603,486923,537,3,548,1,0,0,0,1,2014,4195.8003
38604,557779,147,3,737,1,0,0,1,4,2014,6827.4966
38605,464584,581,1,566,1,0,0,1,12,2014,5352.6665
38606,360817,165,3,388,1,0,0,1,4,2013,3476.4397
38607,242175,931,6,301,1,0,0,0,4,2015,2644.6335
38608,503272,205,7,0,0,0,0,0,12,2013,-27.217916
38609,521200,251,6,2320,1,0,0,0,4,2013,18465.035
38610,520444,808,6,325,1,0,0,0,1,2014,3565.3672
38611,526094,175,5,708,1,1,0,0,8,2013,5999.6953
38612,329469,895,2,941,1,1,0,0,1,2015,8369.605
38613,200094,475,5,840,1,1,0,1,7,2015,7910.8096
38614,464439,193,3,711,1,0,0,0,2,2015,5977.391
38615,389606,356,2,373,1,0,0,0,7,2014,4458.5537
38616,313195,30,1,1088,1,1,0,0,10,2013,10989.128
38617,439284,4,2,1344,1,1,0,0,3,2014,9845.222
38618,381844,776,2,449,1,0,0,1,10,2014,4110.4805
38619,391132,974,4,1553,1,1,0,0,2,2014,11867.163
38620,601719,719,4,458,1,0,0,0,7,2015,4977.309
38621,108225,559,1,1134,1,1,0,0,4,2015,11150.467
38622,368945,112,6,818,1,0,0,0,4,2013,7189.303
38623,465766,483,6,250,1,0,0,0,6,2013,1843.8016
38624,121502,1010,3,681,1,1,0,1,7,2013,7836.9033
38625,552907,388,7,0,0,0,0,0,1,2014,-84.56855
38626,252817,327,6,841,1,0,0,0,11,2013,7096.9844
38627,125753,1101,6,756,1,0,0,0,7,2013,6908.622
38628,406564,211,6,1170,1,0,0,0,2,2013,9400.693
38629,116224,840,2,1033,1,0,0,0,7,2015,7393.4146
38630,698068,815,3,615,1,1,0,0,7,2015,6236.4233
38631,558151,472,6,710,1,0,0,0,1,2014,5976.7266
38632,693919,937,5,398,1,0,0,1,8,2014,4423.9463
38633,664026,562,6,2743,1,0,0,0,3,2015,16007.702
38634,88675,1044,7,0,0,0,0,0,5,2013,-127.95604
38635,536918,989,1,673,1,1,0,0,5,2013,6778.9824
38636,440216,805,6,426,1,0,0,0,6,2014,4650.729
38637,543721,766,6,613,1,0,0,0,1,2015,6440.2915
38638,694540,964,2,1214,1,0,0,0,7,2015,9532.8125
38639,280143,318,2,691,1,1,0,0,1,2013,7466.503
38640,293164,723,6,709,1,0,0,0,1,2015,7288.894
38641,102654,406,6,384,1,0,0,0,4,2013,3623.106
38642,561573,106,5,905,1,1,0,0,7,2015,9780.909
38643,529731,46,5,762,1,0,0,0,5,2015,6549.086
38644,614043,250,3,416,1,0,0,0,1,2013,4263.1084
38645,485741,872,2,866,1,0,0,1,6,2014,8068.668
38646,581089,413,4,1078,1,1,0,0,5,2013,9623.699
38647,119878,38,3,333,1,0,0,0,9,2014,3365.6958
38648,15683,554,1,696,1,1,0,0,5,2014,6428.0024
38649,271841,555,2,496,1,1,0,0,5,2013,4585.715
38650,622734,653,2,501,1,0,0,0,12,2013,5008.311
38651,397046,1046,2,743,1,1,0,1,8,2013,8793.268
38652,404332,790,5,651,1,0,0,0,9,2014,5884.192
38653,238044,226,2,516,1,0,0,1,8,2013,5206.67
38654,294637,415,4,619,1,1,0,0,10,2014,7438.6274
38655,574166,701,5,567,1,0,0,0,7,2013,4534.408
38656,542015,422,7,0,0,0,0,0,12,2014,2.2590644
38657,648383,97,5,736,1,0,0,0,2,2015,7401.086
38658,63638,175,6,797,1,0,0,0,4,2015,6858.5796
38659,31104,568,6,458,1,0,0,0,3,2013,3929.8413
38660,95503,969,4,882,1,1,0,1,7,2014,7917.803
38661,275389,80,6,592,1,0,0,0,1,2013,6852.5977
38662,666503,415,1,600,1,1,0,0,4,2013,7720.8105
38663,603038,1024,6,855,1,0,0,0,1,2014,6999.0337
38664,636641,963,5,990,1,1,0,0,1,2015,9616.776
38665,501185,39,4,640,1,1,0,0,4,2013,5713.2515
38666,418858,599,3,999,1,1,0,0,12,2013,11259.292
38667,257181,345,5,572,1,0,0,0,2,2014,5027.954
38668,603259,163,1,981,1,1,0,0,9,2014,9103.884
38669,139538,771,5,693,1,0,0,0,2,2014,6331.9683
38670,533507,345,4,459,1,0,0,0,3,2014,3983.611
38671,582060,295,5,783,1,1,0,0,11,2014,7395.695
38672,378330,74,6,694,1,0,0,0,7,2013,6125.9365
38673,452304,281,6,568,1,0,0,0,5,2014,5172.666
38674,238496,321,2,571,1,1,0,0,7,2014,6591.6494
38675,491921,503,2,442,1,1,0,1,5,2015,6570.29
38676,475203,782,1,541,1,0,0,0,3,2014,4578.4243
38677,6553,683,5,831,1,0,0,0,8,2013,7931.016
38678,554008,4,7,0,0,0,0,0,5,2015,7.0664907
38679,644199,733,7,3097,1,0,0,0,9,2013,13467.767
38680,116696,829,6,861,1,0,0,1,12,2013,6422.528
38681,499269,644,5,977,1,1,0,0,7,2015,8842.048
38682,294352,404,3,0,0,0,1,1,1,2014,-17.22467
38683,306161,450,1,1147,1,1,0,0,11,2013,10294.635
38684,1448,1113,3,614,1,1,0,0,9,2013,5622.0444
38685,270694,316,1,0,0,0,1,0,6,2014,-1.086082
38686,385510,5,7,0,0,0,0,0,1,2014,-10.031352
38687,3328,913,3,1268,1,1,0,0,7,2015,10919.544
38688,604370,94,5,707,1,1,0,0,3,2014,7348.318
38689,659510,326,5,369,1,0,0,1,1,2013,3779.4272
38690,337049,869,5,831,1,1,0,1,2,2013,7860.8857
38691,337629,223,6,521,1,0,0,0,6,2014,5128.129
38692,504354,1004,5,397,1,0,0,0,7,2013,3752.415
38693,692761,495,1,479,1,1,0,0,10,2014,6500.011
38694,281233,370,6,566,1,0,0,0,7,2013,6114.922
38695,440313,1038,3,527,1,1,0,0,1,2013,5777.033
38696,208822,1077,1,622,1,1,0,0,3,2014,6902.2397
38697,238243,342,1,889,1,1,0,0,3,2014,10207.491
38698,565857,90,7,0,0,0,0,0,3,2015,-29.578804
38699,168367,827,5,1563,1,1,0,0,5,2013,12538.879
38700,549688,613,1,0,0,0,2,1,4,2015,21.901983
38701,148028,490,5,1091,1,1,0,0,9,2013,8048.676
38702,425237,220,4,780,1,1,0,0,4,2014,7384.1724
38703,422912,840,2,1052,1,0,0,0,5,2014,7241.6406
38704,452347,123,2,1202,1,1,0,0,4,2014,10776.721
38705,167439,486,2,446,1,0,0,0,11,2013,4197.6196
38706,268319,548,3,298,1,0,0,0,3,2013,3334.5503
38707,525009,413,6,670,1,0,0,0,5,2015,6759.6675
38708,411265,119,2,716,1,1,0,1,7,2013,7314.178
38709,150805,7,2,1063,1,1,0,1,10,2013,9503.418
38710,305305,452,5,404,1,0,0,0,9,2014,4067.4385
38711,564560,99,1,586,1,1,0,0,2,2015,7511.6694
38712,532501,805,7,0,0,0,0,0,8,2013,47.00815
38713,68880,553,7,0,0,0,0,0,4,2015,14.395831
38714,546076,99,2,359,1,0,0,0,3,2013,3481.8098
38715,223429,1109,7,0,0,0,0,0,6,2014,6.807095
38716,152568,453,4,605,1,1,0,0,1,2015,6479.6934
38717,317352,948,3,1089,1,0,0,1,1,2013,6847.0054
38718,161162,575,7,0,0,0,0,0,1,2014,39.034428
38719,565389,1054,1,777,1,1,0,1,7,2014,8604.214
38720,295830,783,5,727,1,1,0,0,5,2013,6857.1426
38721,252675,610,2,411,1,0,0,0,1,2013,4307.2725
38722,136986,897,3,0,0,1,1,0,5,2013,-39.378788
38723,470193,781,5,596,1,0,0,0,10,2014,5110.9023
38724,689247,16,5,861,1,0,0,0,6,2014,6798.3228
38725,685071,992,7,0,0,0,0,0,9,2014,-23.492231
38726,332200,450,2,815,1,0,0,0,6,2015,6458.157
38727,352190,913,5,1153,1,1,0,0,9,2014,9844.598
38728,42698,55,3,0,0,0,3,1,12,2013,-113.93138
38729,425144,650,7,0,0,0,0,0,9,2013,1.8931494
38730,254182,880,1,932,1,1,0,1,3,2015,9880.729
38731,658906,736,4,688,1,1,0,1,4,2014,7414.945
38732,584785,495,4,466,1,1,0,0,7,2015,6388.389
38733,108885,1004,6,460,1,0,0,0,5,2015,4663.6074
38734,596522,627,4,437,1,0,0,0,4,2013,4093.5835
38735,244584,245,2,1173,1,0,0,0,5,2015,8839.39
38736,78328,270,2,1279,1,1,0,0,11,2014,11168.86
38737,39548,216,1,845,1,0,0,0,12,2014,6291.9053
38738,328793,1096,1,832,1,1,0,0,7,2013,7491.7036
38739,154883,517,1,901,1,1,0,0,6,2014,10054.584
38740,222795,908,4,401,1,1,0,1,10,2014,4627.0576
38741,653311,1062,6,528,1,0,0,0,3,2015,5101.1084
38742,205356,579,5,750,1,0,0,0,1,2014,6462.86
38743,475146,454,7,0,0,0,0,0,11,2013,21.814901
38744,131725,639,6,268,1,0,0,0,4,2014,2614.0925
38745,437997,769,6,3758,1,0,0,0,5,2015,13106.9795
38746,310569,17,2,708,1,0,0,0,6,2014,5376.2417
38747,467691,83,5,350,1,1,0,1,8,2014,4075.417
38748,537702,645,2,654,1,0,0,1,12,2013,5499.776
38749,35144,110,6,296,1,0,0,0,1,2014,2411.727
38750,527324,918,7,0,0,0,0,0,9,2013,-43.695827
38751,12496,955,1,465,1,1,0,0,4,2013,4591.272
38752,222318,264,1,939,1,0,0,0,1,2014,5846.723
38753,106809,791,4,735,1,1,0,0,11,2013,7710.0117
38754,186051,46,6,675,1,0,0,0,3,2015,5300.507
38755,282108,920,6,770,1,0,0,0,2,2015,7647.059
38756,671528,126,2,539,1,0,0,1,4,2014,4694.1636
38757,12071,557,1,992,1,1,0,0,12,2014,10192.193
38758,408858,339,6,589,1,0,0,0,12,2013,5739.1685
38759,606870,858,1,466,1,0,0,0,7,2015,4357.111
38760,676636,661,4,0,0,0,1,0,5,2013,-17.254562
38761,528174,125,3,1509,1,0,0,0,10,2013,10391.451
38762,252141,837,6,245,1,0,0,0,11,2014,2020.009
38763,461146,969,5,788,1,1,0,0,12,2013,6831.8594
38764,218397,868,6,684,1,0,0,1,7,2013,7050.23
38765,679297,197,7,0,0,0,0,0,9,2014,-83.81965
38766,684892,728,6,525,1,0,0,0,11,2014,5349.374
38767,575187,157,6,756,1,0,0,0,4,2013,7206.0693
38768,209281,643,6,858,1,0,0,0,5,2014,7350.5156
38769,46629,333,6,883,1,0,0,0,1,2013,7781.2803
38770,411160,117,3,538,1,1,0,0,9,2013,5118.6196
38771,582497,944,1,1484,1,1,0,1,9,2014,11135.49
38772,262482,737,2,1083,1,1,0,0,1,2014,9866.103
38773,548435,546,4,1846,1,1,0,1,8,2013,15332.009
38774,452868,505,4,626,1,0,0,1,10,2014,4934.5415
38775,665582,851,6,533,1,0,0,0,5,2013,4980.1133
38776,196677,448,6,507,1,0,0,0,2,2013,4987.3647
38777,215127,230,3,818,1,0,0,1,12,2014,7498.141
38778,484677,370,5,679,1,1,0,0,2,2013,8249.854
38779,337100,973,6,716,1,0,0,0,1,2015,6200.102
38780,276200,173,5,1281,1,1,0,0,5,2013,10854.316
38781,320104,394,7,0,0,0,0,0,3,2015,-23.149467
38782,524591,789,2,537,1,0,0,0,6,2015,4640.709
38783,8517,1108,3,547,1,0,0,1,4,2013,4463.6924
38784,360185,231,3,308,1,0,0,0,2,2015,3388.111
38785,670645,111,1,486,1,0,0,0,2,2013,4335.474
38786,276883,429,5,672,1,1,0,0,12,2013,8409.075
38787,350724,302,7,0,0,0,0,0,5,2014,-3.8108175
38788,658476,920,4,536,1,0,0,0,6,2014,4841.319
38789,68074,656,3,342,1,0,0,0,7,2015,3186.231
38790,288209,575,4,592,1,1,0,0,6,2014,7464.824
38791,111521,936,7,0,0,0,0,0,9,2014,-23.703173
38792,60856,962,7,0,0,0,0,0,1,2013,-16.351328
38793,387594,161,5,765,1,0,0,0,5,2013,6879.379
38794,536813,1060,7,0,0,0,0,0,4,2015,12.636776
38795,266926,801,7,0,0,0,0,0,3,2015,-17.700825
38796,458571,1033,6,954,1,0,0,0,4,2014,9458.708
38797,296010,202,7,0,0,0,0,0,1,2013,52.65016
38798,206644,411,6,775,1,0,0,0,3,2014,7575.9854
38799,291642,747,4,782,1,1,0,0,5,2013,7897.8022
38800,232239,375,4,829,1,1,0,0,6,2013,8776.937
38801,642023,244,3,520,1,1,0,0,2,2014,5554.9565
38802,178182,250,4,694,1,1,0,0,3,2013,7843.486
38803,634845,905,4,899,1,0,0,0,1,2015,9445.965
38804,45950,541,5,730,1,0,0,0,9,2014,5321.3247
38805,188924,826,5,708,1,1,0,1,7,2015,7901.698
38806,430243,1064,3,999,1,1,0,0,10,2014,9420.636
38807,648239,431,1,917,1,1,0,0,2,2015,11015.799
38808,566630,566,2,568,1,1,0,0,1,2015,5798.8926
38809,308406,964,1,1233,1,0,0,0,1,2014,8225.681
38810,542735,1004,3,444,1,1,0,0,7,2013,5217.993
38811,129411,453,2,909,1,0,0,0,9,2014,6019.264
38812,57079,405,1,592,1,1,0,0,5,2014,7011.8643
38813,98516,772,1,446,1,0,0,0,9,2013,3643.59
38814,59990,238,5,1091,1,1,0,0,1,2015,8124.112
38815,437212,604,1,488,1,0,0,0,7,2015,5760.4155
38816,151757,82,3,888,1,1,0,1,7,2015,10629.263
38817,413817,249,7,0,0,0,0,0,12,2014,72.70221
38818,567392,747,6,524,1,0,0,0,7,2015,5772.3755
38819,65226,938,3,898,1,1,0,1,9,2014,8925.706
38820,6232,418,7,0,0,0,0,0,12,2014,15.284662
38821,688382,1112,3,602,1,0,0,0,2,2015,5343.1606
38822,228310,213,1,585,1,0,0,0,3,2015,6531.8633
38823,162449,364,4,485,1,1,0,0,4,2013,4297.271
38824,348258,941,2,515,1,0,0,0,1,2014,4879.3
38825,471712,850,1,570,1,0,0,0,6,2015,5080.6943
38826,358459,918,6,330,1,0,0,0,11,2013,3075.456
38827,87008,602,6,510,1,0,0,0,11,2013,6010.3687
38828,622242,846,1,730,1,0,0,1,7,2015,6462.1055
38829,678986,664,1,558,1,0,0,0,4,2015,4515.769
38830,627687,344,3,1191,1,1,0,1,8,2014,9342.497
38831,635910,1043,3,1088,1,0,0,0,12,2014,7575.5073
38832,292039,325,2,682,1,1,0,0,1,2015,6618.213
38833,327268,25,1,1542,1,1,0,1,7,2015,13369.957
38834,647639,373,4,321,1,0,0,0,2,2014,4145.745
38835,701915,995,3,696,1,0,0,1,12,2014,7113.9854
38836,98838,518,3,465,1,1,0,0,1,2013,5349.3257
38837,138125,590,4,397,1,0,0,1,1,2014,4145.5674
38838,80796,1058,2,840,1,1,0,0,2,2015,8710.819
38839,561798,880,6,528,1,0,0,0,8,2013,4391.084
38840,599877,857,7,0,0,0,0,1,8,2014,-29.846626
38841,259059,515,5,812,1,0,0,0,2,2014,7829.4097
38842,49396,752,2,656,1,1,0,0,2,2013,6945.4917
38843,698982,121,2,531,1,0,0,0,9,2014,4539.067
38844,370193,295,5,635,1,0,0,0,7,2013,5417.933
38845,548013,253,1,1047,1,1,0,1,7,2013,13062.4
38846,438575,261,1,794,1,0,0,0,2,2013,7546.066
38847,516657,793,2,533,1,1,0,0,5,2015,5151.954
38848,440006,855,6,377,1,0,0,0,8,2013,3538.414
38849,287775,339,6,630,1,0,0,0,5,2013,5650.705
38850,403129,489,3,805,1,0,0,0,5,2013,6962.7266
38851,29733,217,7,0,0,0,0,0,6,2014,-47.177578
38852,472416,207,3,1144,1,0,0,0,9,2014,8430.765
38853,208937,410,4,727,1,0,0,1,1,2014,6436.167
38854,429311,480,7,0,0,0,0,0,5,2014,-56.373997
38855,363673,957,3,794,1,0,0,0,4,2015,6084.789
38856,20826,482,4,1211,1,1,0,0,12,2014,12386.916
38857,22038,664,3,751,1,1,0,1,7,2013,7162.711
38858,176340,734,6,298,1,0,0,0,5,2014,2948.1008
38859,581802,859,2,764,1,1,0,0,2,2014,7320.8286
38860,331457,926,1,266,1,1,0,0,2,2015,3176.0837
38861,267127,4,4,1186,1,0,0,0,2,2014,7983.4805
38862,351548,1004,2,415,1,0,0,0,11,2013,3966.6052
38863,544676,1112,3,1156,1,1,0,0,4,2014,14011.97
38864,606753,565,7,0,0,0,0,0,12,2014,-6.504964
38865,378130,593,5,1354,1,1,0,0,5,2013,10931.604
38866,177884,458,6,1005,1,0,0,0,11,2014,8609.851
38867,504138,698,7,0,0,0,0,0,8,2014,-44.407116
38868,404541,942,3,367,1,0,0,0,3,2014,3899.9556
38869,345823,667,7,0,0,0,0,0,5,2015,40.32673
38870,602238,678,4,925,1,1,0,0,1,2013,7450.2144
38871,166998,538,4,456,1,0,0,1,7,2014,4344.9365
38872,218064,417,5,745,1,1,0,0,1,2014,8217.508
38873,179032,709,7,0,0,0,0,0,6,2014,-13.717726
